wave,download_batch,source_type,bundle_slug,bundle_title,bundle_url,product_id,entrepedia_title,entrepedia_url,entrepedia_format,imu_type,imu_category,imu_title,imu_summary,status,staging_hint,desk_title,desk_summary
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,b14f2509-4f1d-47f8-82f3-5623cbeee6f8,The Brain-Friendly Hiring,https://www.entrepedia.co/library/product/b14f2509-4f1d-47f8-82f3-5623cbeee6f8,Checklist,guide,personal-development,The Brain-Friendly Hiring,Part of Neuroinclusive Manager Desk: The Brain-Friendly Hiring.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,1a7c6df5-1a28-4b66-a779-1771bf8ae736,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/product/1a7c6df5-1a28-4b66-a779-1771bf8ae736,Book,book,personal-development,The Neuroinclusive Manager's Playbook,Part of Neuroinclusive Manager Desk: The Neuroinclusive Manager's Playbook.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
2,3,bundle_product,the-connection-code,The Connection Code,https://www.entrepedia.co/library/bundles/the-connection-code,f22b35cb-4cd4-42e7-b9a6-e0f39d1d4950,Connection Over Control,https://www.entrepedia.co/library/product/f22b35cb-4cd4-42e7-b9a6-e0f39d1d4950,Audio,audio,personal-development,Connection Over Control,Part of Connection Code Desk: Connection Over Control.,uploaded,iMU-import\wave2\batch-3\the-connection-code,Connection Code Desk,Build high-trust network capital that opens deals and mandates.
2,3,bundle_product,the-connection-code,The Connection Code,https://www.entrepedia.co/library/bundles/the-connection-code,7b6b9514-4536-4f72-b5ba-e5f2ed2d37bd,21 Small Shifts That Transform How Your Teen Talks to You,https://www.entrepedia.co/library/product/7b6b9514-4536-4f72-b5ba-e5f2ed2d37bd,Listicle,guide,personal-development,21 Small Shifts That Transform How Your Teen Talks to You,Part of Connection Code Desk: 21 Small Shifts That Transform How Your Teen Talks to You.,uploaded,iMU-import\wave2\batch-3\the-connection-code,Connection Code Desk,Build high-trust network capital that opens deals and mandates.
2,3,bundle_product,the-connection-code,The Connection Code,https://www.entrepedia.co/library/bundles/the-connection-code,9dd500c2-cff2-4960-a2e5-d1f7fcfbff9c,Reconnect With Your Teen in 7 Days,https://www.entrepedia.co/library/product/9dd500c2-cff2-4960-a2e5-d1f7fcfbff9c,Mini-Course,course,personal-development,Reconnect With Your Teen in 7 Days,Part of Connection Code Desk: Reconnect With Your Teen in 7 Days.,uploaded,iMU-import\wave2\batch-3\the-connection-code,Connection Code Desk,Build high-trust network capital that opens deals and mandates.
2,3,bundle_product,the-connection-code,The Connection Code,https://www.entrepedia.co/library/bundles/the-connection-code,76a1d0cd-1ed6-438a-9a40-2cf9cf735148,Get Your Teen to Open Up Again,https://www.entrepedia.co/library/product/76a1d0cd-1ed6-438a-9a40-2cf9cf735148,Guide,guide,personal-development,Get Your Teen to Open Up Again,Part of Connection Code Desk: Get Your Teen to Open Up Again.,uploaded,iMU-import\wave2\batch-3\the-connection-code,Connection Code Desk,Build high-trust network capital that opens deals and mandates.
2,3,bundle_product,the-connection-code,The Connection Code,https://www.entrepedia.co/library/bundles/the-connection-code,37c97876-a867-47d2-b471-7c1883779c22,Prepare Before the Hard Talk With Your Teen,https://www.entrepedia.co/library/product/37c97876-a867-47d2-b471-7c1883779c22,Checklist,guide,personal-development,Prepare Before the Hard Talk With Your Teen,Part of Connection Code Desk: Prepare Before the Hard Talk With Your Teen.,uploaded,iMU-import\wave2\batch-3\the-connection-code,Connection Code Desk,Build high-trust network capital that opens deals and mandates.
2,3,bundle_product,the-connection-code,The Connection Code,https://www.entrepedia.co/library/bundles/the-connection-code,744837de-bad1-40f3-92f3-adb9366e032d,The Connection Code,https://www.entrepedia.co/library/product/744837de-bad1-40f3-92f3-adb9366e032d,Book,book,personal-development,The Connection Code,Part of Connection Code Desk: The Connection Code.,uploaded,iMU-import\wave2\batch-3\the-connection-code,Connection Code Desk,Build high-trust network capital that opens deals and mandates.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,cbc90695-4482-43f0-9b3d-d592f0566958,The Focused Founder,https://www.entrepedia.co/library/product/cbc90695-4482-43f0-9b3d-d592f0566958,Audio,audio,personal-development,The Focused Founder,Part of Founder Digital Detox: The Focused Founder.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,e2e53b2e-725f-47a0-a842-d0ad34506f0e,13 Signs Your Phone Is the Real CEO,https://www.entrepedia.co/library/product/e2e53b2e-725f-47a0-a842-d0ad34506f0e,Listicle,guide,personal-development,13 Signs Your Phone Is the Real CEO,Part of Founder Digital Detox: 13 Signs Your Phone Is the Real CEO.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,afb15b94-12d0-49cd-8186-0d74ac7ba154,7 Attention Traps That Quietly Kill Progress,https://www.entrepedia.co/library/product/afb15b94-12d0-49cd-8186-0d74ac7ba154,Listicle,guide,personal-development,7 Attention Traps That Quietly Kill Progress,Part of Founder Digital Detox: 7 Attention Traps That Quietly Kill Progress.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,60527ed8-f783-4f5a-b5e2-daa66a37fed3,Rebuild Focus in an Always-On World,https://www.entrepedia.co/library/product/60527ed8-f783-4f5a-b5e2-daa66a37fed3,Mini-Course,course,personal-development,Rebuild Focus in an Always-On World,Part of Founder Digital Detox: Rebuild Focus in an Always-On World.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,3d809633-e902-4203-b6a4-49605d6478a1,Optimize Your Workspace,https://www.entrepedia.co/library/product/3d809633-e902-4203-b6a4-49605d6478a1,Checklist,guide,personal-development,Optimize Your Workspace,Part of Founder Digital Detox: Optimize Your Workspace.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,cee6b085-24d8-4b9a-aaf6-0ccdd7893879,The 3-Day Attention Audit,https://www.entrepedia.co/library/product/cee6b085-24d8-4b9a-aaf6-0ccdd7893879,Guide,guide,personal-development,The 3-Day Attention Audit,Part of Founder Digital Detox: The 3-Day Attention Audit.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,41956ddb-f097-4815-adcd-7edc69414090,Identifying Digital Distraction Patterns,https://www.entrepedia.co/library/product/41956ddb-f097-4815-adcd-7edc69414090,Checklist,guide,personal-development,Identifying Digital Distraction Patterns,Part of Founder Digital Detox: Identifying Digital Distraction Patterns.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
2,3,bundle_product,digital-detox-for-founders,Digital Detox for Founders,https://www.entrepedia.co/library/bundles/digital-detox-for-founders,0a23c0a3-2c25-4858-b678-d0d4079939ac,Digital Detox for Founders,https://www.entrepedia.co/library/product/0a23c0a3-2c25-4858-b678-d0d4079939ac,Book,book,personal-development,Digital Detox for Founders,Part of Founder Digital Detox: Digital Detox for Founders.,uploaded,iMU-import\wave2\batch-3\digital-detox-for-founders,Founder Digital Detox,Cut attention leaks so founders reclaim deep work and surplus.
